File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF228MCB	tsv	gene quantifications	ENCSR862HPO	RNA-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens		cytosol					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				1							ENCFF258SGT, ENCFF826ONU	9599757	ENCODE Processing Pipeline	6310c90a494aa6e39f110c499c110cd6		https://www.encodeproject.org/files/ENCFF228MCB/@@download/ENCFF228MCB.tsv	hg19			released	low read depth		missing documents	
ENCFF166KHT	bigWig	minus strand signal of all reads	ENCSR862HPO	RNA-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens		cytosol					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				2							ENCFF898OEJ	54952433	ENCODE Processing Pipeline	4a4f65b2fd6b5d631147c8a16eda854f		https://www.encodeproject.org/files/ENCFF166KHT/@@download/ENCFF166KHT.bigWig	hg19			released	low read depth		missing documents	
ENCFF309UUG	tsv	transcript quantifications	ENCSR862HPO	RNA-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens		cytosol					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				1							ENCFF258SGT, ENCFF826ONU	26412059	ENCODE Processing Pipeline	673812836fb5f021e33b5550450ea5b4		https://www.encodeproject.org/files/ENCFF309UUG/@@download/ENCFF309UUG.tsv	hg19			released	low read depth		missing documents	
ENCFF533EVV	tsv	gene quantifications	ENCSR862HPO	RNA-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens		cytosol					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				2							ENCFF315XGD, ENCFF826ONU	9600420	ENCODE Processing Pipeline	e47e8a4e475419f7f0d69a21c85365f4		https://www.encodeproject.org/files/ENCFF533EVV/@@download/ENCFF533EVV.tsv	hg19			released	low read depth		missing documents	
ENCFF730MKP	tsv	transcript quantifications	ENCSR862HPO	RNA-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens		cytosol					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2016-04-21	ENCODE				2							ENCFF315XGD, ENCFF826ONU	26403454	ENCODE Processing Pipeline	db457a1d4b3cb3bee5e56cebc84c3356		https://www.encodeproject.org/files/ENCFF730MKP/@@download/ENCFF730MKP.tsv	hg19			released	low read depth		missing documents	
ENCFF660SLV	fastq	reads	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF751QEC		5677408079	Thomas Gingeras, CSHL	4138009a039ffecc35b1a30c3fecd2b8	SRA:SRR4422107	https://www.encodeproject.org/files/ENCFF660SLV/@@download/ENCFF660SLV.fastq.gz		HiSeq 2500	/files/ENCFF001RTP/	released				
ENCFF751QEC	fastq	reads	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF660SLV		5816128966	Thomas Gingeras, CSHL	4583ec00f0e4430a8e988b6b2cf453ab	SRA:SRR4422107	https://www.encodeproject.org/files/ENCFF751QEC/@@download/ENCFF751QEC.fastq.gz		HiSeq 2500	/files/ENCFF001RTP/	released				
ENCFF121WPN	bam	alignments	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF660SLV, ENCFF742NER, ENCFF751QEC	10617656441	ENCODE Processing Pipeline	b19476ca895cd39ec86eecc6a3791e94		https://www.encodeproject.org/files/ENCFF121WPN/@@download/ENCFF121WPN.bam	GRCh38			released				
ENCFF993BCG	bam	transcriptome alignments	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF660SLV, ENCFF742NER, ENCFF751QEC	15495051299	ENCODE Processing Pipeline	2a62f032b82d309ee95cfb1a962cafff		https://www.encodeproject.org/files/ENCFF993BCG/@@download/ENCFF993BCG.bam	GRCh38			released				
ENCFF338XHE	bigWig	minus strand signal of unique reads	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF121WPN	71149719	ENCODE Processing Pipeline	8f9522240ee248038dc08afc869f7981		https://www.encodeproject.org/files/ENCFF338XHE/@@download/ENCFF338XHE.bigWig	GRCh38			released				
ENCFF129DQA	bigWig	plus strand signal of unique reads	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF121WPN	72203884	ENCODE Processing Pipeline	ad64e4fe82c8bfc625f97b1d8afbadcc		https://www.encodeproject.org/files/ENCFF129DQA/@@download/ENCFF129DQA.bigWig	GRCh38			released				
ENCFF191LVQ	bigWig	plus strand signal of all reads	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF121WPN	76643233	ENCODE Processing Pipeline	15266bcaad6c7882c31bfe1e0b35bbcf		https://www.encodeproject.org/files/ENCFF191LVQ/@@download/ENCFF191LVQ.bigWig	GRCh38			released				
ENCFF362ITV	bigWig	minus strand signal of all reads	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF121WPN	75751654	ENCODE Processing Pipeline	519b16d68399256bdc522e31cea8324a		https://www.encodeproject.org/files/ENCFF362ITV/@@download/ENCFF362ITV.bigWig	GRCh38			released				
ENCFF288FRR	tsv	gene quantifications	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF940AZB, ENCFF993BCG	9805745	ENCODE Processing Pipeline	be9eaa8dc62b10764855faa0dc162251		https://www.encodeproject.org/files/ENCFF288FRR/@@download/ENCFF288FRR.tsv	GRCh38			released				
ENCFF438PBX	tsv	transcript quantifications	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF940AZB, ENCFF993BCG	26496638	ENCODE Processing Pipeline	8f82c539a4ed3d9afebc1b4a58ae654b		https://www.encodeproject.org/files/ENCFF438PBX/@@download/ENCFF438PBX.tsv	GRCh38			released				
ENCFF408QZN	bam	alignments	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF660SLV, ENCFF751QEC, ENCFF839KAI	10321084892	ENCODE Processing Pipeline	d64d3d000c548cf55ff42332419b8c03		https://www.encodeproject.org/files/ENCFF408QZN/@@download/ENCFF408QZN.bam	hg19			released				
ENCFF157VYJ	bam	transcriptome alignments	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF660SLV, ENCFF751QEC, ENCFF839KAI	15275891611	ENCODE Processing Pipeline	a0915b6b12280581d6a447243afc1110		https://www.encodeproject.org/files/ENCFF157VYJ/@@download/ENCFF157VYJ.bam	hg19			released				
ENCFF596IKZ	bigWig	minus strand signal of unique reads	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF408QZN	70587457	ENCODE Processing Pipeline	58a246e5662f173ea4648770f7173812		https://www.encodeproject.org/files/ENCFF596IKZ/@@download/ENCFF596IKZ.bigWig	hg19			released				
ENCFF579KBU	bigWig	plus strand signal of unique reads	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF408QZN	71757811	ENCODE Processing Pipeline	211f4baaf38abce8a0759d4afd9786e6		https://www.encodeproject.org/files/ENCFF579KBU/@@download/ENCFF579KBU.bigWig	hg19			released				
ENCFF611QRY	bigWig	plus strand signal of all reads	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF408QZN	76166065	ENCODE Processing Pipeline	bb5a803b95bd840f6f2cfa60ec37536a		https://www.encodeproject.org/files/ENCFF611QRY/@@download/ENCFF611QRY.bigWig	hg19			released				
ENCFF342NUP	bigWig	minus strand signal of all reads	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF408QZN	75250116	ENCODE Processing Pipeline	713ba6a40309ab407b94f7f21c45c660		https://www.encodeproject.org/files/ENCFF342NUP/@@download/ENCFF342NUP.bigWig	hg19			released				
ENCFF728KWY	tsv	gene quantifications	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF157VYJ, ENCFF826ONU	9447654	ENCODE Processing Pipeline	39d4bff5913708e660d681c4fb0fceea		https://www.encodeproject.org/files/ENCFF728KWY/@@download/ENCFF728KWY.tsv	hg19			released				
ENCFF224KZN	tsv	transcript quantifications	ENCSR678TMV	RNA-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF157VYJ, ENCFF826ONU	26071844	ENCODE Processing Pipeline	6584bf4e24bb1ac37c9103dc73714bb6		https://www.encodeproject.org/files/ENCFF224KZN/@@download/ENCFF224KZN.tsv	hg19			released				
ENCFF000ETQ	bigBed bedRnaElements	contigs	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF267IMT	69693775	Thomas Gingeras, CSHL	456326bd4949e173cc1de01cd5c904f5		https://www.encodeproject.org/files/ENCFF000ETQ/@@download/ENCFF000ETQ.bigBed	hg19			archived				
ENCFF000ETR	gtf	exon quantifications	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000EUM	12540448	Thomas Gingeras, CSHL	126155f3083472037d83338221abab63		https://www.encodeproject.org/files/ENCFF000ETR/@@download/ENCFF000ETR.gtf.gz	hg19			archived				
ENCFF000ETT	gtf	exon quantifications	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000EUM	18510734	Thomas Gingeras, CSHL	35b5ecc88632e75a4ea32c8a79e5452d		https://www.encodeproject.org/files/ENCFF000ETT/@@download/ENCFF000ETT.gtf.gz	hg19			archived				
ENCFF000ETW	gtf	gene quantifications	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000EUM	4675895	Thomas Gingeras, CSHL	d50b0b1690bd1b5200d0286d808eed33		https://www.encodeproject.org/files/ENCFF000ETW/@@download/ENCFF000ETW.gtf.gz	hg19			archived				
ENCFF000ETY	gtf	gene quantifications	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000EUM	1683752	Thomas Gingeras, CSHL	0d22915f4d51d5c27ebb75051ef9e21b		https://www.encodeproject.org/files/ENCFF000ETY/@@download/ENCFF000ETY.gtf.gz	hg19			archived				
ENCFF000EUA	bigBed bedRnaElements	splice junctions	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF430HTM	16276366	Thomas Gingeras, CSHL	fc470ab8a321cc13417225cada17d733		https://www.encodeproject.org/files/ENCFF000EUA/@@download/ENCFF000EUA.bigBed	hg19			archived				
ENCFF000EUB	bigWig	minus strand signal	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1						ENCFF000EUM	464416348	Thomas Gingeras, CSHL	55d6c7400492af62dc93f5ededae66c4		https://www.encodeproject.org/files/ENCFF000EUB/@@download/ENCFF000EUB.bigWig	hg19			archived				
ENCFF000EUD	bigWig	plus strand signal	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1						ENCFF000EUM	481506227	Thomas Gingeras, CSHL	50e12cf07491d82d01448573a8932505		https://www.encodeproject.org/files/ENCFF000EUD/@@download/ENCFF000EUD.bigWig	hg19			archived				
ENCFF000EUG	gtf	transcript quantifications	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000EUM	5546596	Thomas Gingeras, CSHL	bb8161e4293c663233dc38575547d1ec		https://www.encodeproject.org/files/ENCFF000EUG/@@download/ENCFF000EUG.gtf.gz	hg19			archived				
ENCFF000EUI	gtf	transcript quantifications	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000EUM	4610070	Thomas Gingeras, CSHL	583b87178ef42ec0692e2274c4cd4ce2		https://www.encodeproject.org/files/ENCFF000EUI/@@download/ENCFF000EUI.gtf.gz	hg19			archived				
ENCFF000EUM	bam	alignments	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000EUR, ENCFF000EUS	32140745725	Thomas Gingeras, CSHL	d0ad5bf8958bba82824002e7ca9332a9		https://www.encodeproject.org/files/ENCFF000EUM/@@download/ENCFF000EUM.bam	hg19			archived				
ENCFF000EUR	fastq	reads	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	2	ENCFF000EUS		19397421494	Thomas Gingeras, CSHL	e35870a1b894695dcb81f0a65ffcfba4	SRA:SRR3192523	https://www.encodeproject.org/files/ENCFF000EUR/@@download/ENCFF000EUR.fastq.gz		HiSeq 2000		released				
ENCFF000EUS	fastq	reads	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	1	ENCFF000EUR		19098273193	Thomas Gingeras, CSHL	83d23ef0654561906afcdbef965d3509	SRA:SRR3192523	https://www.encodeproject.org/files/ENCFF000EUS/@@download/ENCFF000EUS.fastq.gz		HiSeq 2000		released				
ENCFF267IMT	bed bedRnaElements	contigs	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000EUM	52948998	ENCODE Consortium	aedb1d3da90bb91e790263afb33f0074		https://www.encodeproject.org/files/ENCFF267IMT/@@download/ENCFF267IMT.bed.gz	hg19			archived				
ENCFF430HTM	bed bedRnaElements	splice junctions	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000EUM	16182919	ENCODE Consortium	d9660b99db3bdce5e80f02604e74aa94		https://www.encodeproject.org/files/ENCFF430HTM/@@download/ENCFF430HTM.bed.gz	hg19			archived				
ENCFF007QDP	bam	alignments	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000EUR, ENCFF000EUS	35477469730	ENCODE Processing Pipeline	65bfea63e11ab8e475c0b7cfa48c3c00		https://www.encodeproject.org/files/ENCFF007QDP/@@download/ENCFF007QDP.bam	hg19			released				
ENCFF879MQI	bigWig	plus strand signal of unique reads	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF007QDP	401474381	ENCODE Processing Pipeline	2d8011126d337f9fe86deedf612c52c7		https://www.encodeproject.org/files/ENCFF879MQI/@@download/ENCFF879MQI.bigWig	hg19			released				
ENCFF759DVG	bigWig	minus strand signal of unique reads	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF007QDP	382175023	ENCODE Processing Pipeline	df2efd8337f17e9c7e6f86e4cc676090		https://www.encodeproject.org/files/ENCFF759DVG/@@download/ENCFF759DVG.bigWig	hg19			released				
ENCFF183JVF	bigWig	minus strand signal of all reads	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF007QDP	401699391	ENCODE Processing Pipeline	a92fc272465df4f254e61cd19b1be93c		https://www.encodeproject.org/files/ENCFF183JVF/@@download/ENCFF183JVF.bigWig	hg19			released				
ENCFF253XCQ	bigWig	plus strand signal of all reads	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF007QDP	419398388	ENCODE Processing Pipeline	ead7e6d40fa4d0fd5dc54bd017b7358a		https://www.encodeproject.org/files/ENCFF253XCQ/@@download/ENCFF253XCQ.bigWig	hg19			released				
ENCFF062QVK	bam	alignments	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000EUR, ENCFF000EUS	41776571336	ENCODE Processing Pipeline	be9b50021e58ee96b79d6e4c0a23777e		https://www.encodeproject.org/files/ENCFF062QVK/@@download/ENCFF062QVK.bam	hg19			released				
ENCFF652PKW	bam	transcriptome alignments	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000EUR, ENCFF000EUS	35748587718	ENCODE Processing Pipeline	7c1f9b9eae70c6669fa2af89d4210ad9		https://www.encodeproject.org/files/ENCFF652PKW/@@download/ENCFF652PKW.bam	hg19			released				
ENCFF946AOF	bigWig	plus strand signal of unique reads	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF062QVK	435593631	ENCODE Processing Pipeline	60b1ce3cafea5a5c7ec296138e863fe6		https://www.encodeproject.org/files/ENCFF946AOF/@@download/ENCFF946AOF.bigWig	hg19			released				
ENCFF694OQS	bigWig	minus strand signal of all reads	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF062QVK	442365480	ENCODE Processing Pipeline	9865a6cd0b76cfcf61efe32fc7a47b2f		https://www.encodeproject.org/files/ENCFF694OQS/@@download/ENCFF694OQS.bigWig	hg19			released				
ENCFF416XVK	bigWig	minus strand signal of unique reads	ENCSR000CUA	RNA-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	unknown	male	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF062QVK	415536416	ENCODE Processing Pipeline	e1f5333a8afe6316e372bea3fcedc1f8		https://www.encodeproject.org/files/ENCFF416XVK/@@download/ENCFF416XVK.bigWig	hg19			released				
